state,date,age,ethnicity,population
Selangor,2022-01-01,0-4,other_noncitizen,33.7
Selangor,2022-01-01,15-19,overall,266.4
Selangor,2022-01-01,15-19,bumi_malay,159.3
Selangor,2022-01-01,15-19,bumi_other,3.2
Selangor,2022-01-01,15-19,chinese,63.2
Selangor,2022-01-01,15-19,indian,28.5
Selangor,2022-01-01,15-19,other_citizen,2.5
Selangor,2022-01-01,15-19,other_noncitizen,9.7
Selangor,2022-01-01,20-24,overall,321.7
Selangor,2022-01-01,20-24,bumi_malay,163.2
Selangor,2022-01-01,20-24,bumi_other,1.8
Selangor,2022-01-01,20-24,chinese,59.1
Selangor,2022-01-01,20-24,indian,27.6
Selangor,2022-01-01,20-24,other_citizen,2.6
Selangor,2022-01-01,20-24,other_noncitizen,67.4
Selangor,2022-01-01,25-29,overall,329.3
Selangor,2022-01-01,25-29,bumi_malay,150.4
Selangor,2022-01-01,25-29,bumi_other,1.6
Selangor,2022-01-01,25-29,chinese,58.3
Selangor,2022-01-01,25-29,indian,28.9
Selangor,2022-01-01,25-29,other_citizen,3.4
Selangor,2022-01-01,25-29,other_noncitizen,86.6
Selangor,2022-01-01,30-34,overall,363.5
Selangor,2022-01-01,30-34,bumi_malay,188.2
Selangor,2022-01-01,30-34,bumi_other,5.9
Selangor,2022-01-01,30-34,chinese,70.8
Selangor,2022-01-01,30-34,indian,32.7
Selangor,2022-01-01,30-34,other_citizen,4.9
Selangor,2022-01-01,30-34,other_noncitizen,60.9
Selangor,2022-01-01,35-39,overall,367.6
Selangor,2022-01-01,35-39,bumi_malay,199.4
Selangor,2022-01-01,35-39,bumi_other,7.6
Selangor,2022-01-01,35-39,chinese,81.9
Selangor,2022-01-01,35-39,indian,36
Selangor,2022-01-01,35-39,other_citizen,4.5
Selangor,2022-01-01,35-39,other_noncitizen,38.2
Selangor,2022-01-01,40-44,overall,299.7
Selangor,2022-01-01,40-44,bumi_malay,160.8
Selangor,2022-01-01,40-44,bumi_other,4.1
Selangor,2022-01-01,40-44,chinese,78.8
Selangor,2022-01-01,40-44,indian,31.2
Selangor,2022-01-01,40-44,other_citizen,1.7
Selangor,2022-01-01,40-44,other_noncitizen,23
Selangor,2022-01-01,45-49,overall,238.5
Selangor,2022-01-01,45-49,bumi_malay,128.9
Selangor,2022-01-01,45-49,bumi_other,2
Selangor,2022-01-01,45-49,chinese,69.2
Selangor,2022-01-01,45-49,indian,24.6
Selangor,2022-01-01,45-49,other_citizen,0.6
Selangor,2022-01-01,45-49,other_noncitizen,13.2
Selangor,2022-01-01,50-54,overall,198.1
Selangor,2022-01-01,50-54,bumi_malay,102.6
Selangor,2022-01-01,50-54,bumi_other,1.6
Selangor,2022-01-01,50-54,chinese,62.9
Selangor,2022-01-01,50-54,indian,21.8
Selangor,2022-01-01,50-54,other_citizen,0.5
Selangor,2022-01-01,50-54,other_noncitizen,8.7
Selangor,2022-01-01,55-59,overall,165.8
Selangor,2022-01-01,55-59,bumi_malay,83.4
Selangor,2022-01-01,55-59,bumi_other,1.9
Selangor,2022-01-01,55-59,chinese,54.7
Selangor,2022-01-01,55-59,indian,20.2
Selangor,2022-01-01,55-59,other_citizen,0.5
Selangor,2022-01-01,55-59,other_noncitizen,5.2
Selangor,2022-01-01,60-64,overall,132.1
Selangor,2022-01-01,60-64,bumi_malay,64.9
Selangor,2022-01-01,60-64,bumi_other,0.3
Selangor,2022-01-01,60-64,chinese,47.1
Selangor,2022-01-01,60-64,indian,15.9
Selangor,2022-01-01,60-64,other_citizen,0.2
Selangor,2022-01-01,60-64,other_noncitizen,3.7
Selangor,2022-01-01,65-69,overall,108.9
Selangor,2022-01-01,65-69,bumi_malay,59.1
Selangor,2022-01-01,65-69,bumi_other,0.8
Selangor,2022-01-01,65-69,chinese,29
Selangor,2022-01-01,65-69,indian,11
Selangor,2022-01-01,65-69,other_citizen,0.4
Selangor,2022-01-01,65-69,other_noncitizen,8.5
Selangor,2022-01-01,70-74,overall,77.6
Selangor,2022-01-01,70-74,bumi_malay,46.2
Selangor,2022-01-01,70-74,bumi_other,0.6
Selangor,2022-01-01,70-74,chinese,18.5
Selangor,2022-01-01,70-74,indian,7.7
Selangor,2022-01-01,70-74,other_citizen,0.6
Selangor,2022-01-01,70-74,other_noncitizen,4
Selangor,2022-01-01,75-79,overall,39.4
Selangor,2022-01-01,75-79,bumi_malay,21.2
Selangor,2022-01-01,75-79,bumi_other,0.4
Selangor,2022-01-01,75-79,chinese,11.3
Selangor,2022-01-01,75-79,indian,3.9
Selangor,2022-01-01,75-79,other_citizen,0.3
Selangor,2022-01-01,75-79,other_noncitizen,2.3
Selangor,2022-01-01,80-84,overall,19.1
Selangor,2022-01-01,80-84,bumi_malay,9.2
Selangor,2022-01-01,80-84,bumi_other,0.4
Selangor,2022-01-01,80-84,chinese,5.2
Selangor,2022-01-01,80-84,indian,2
Selangor,2022-01-01,80-84,other_citizen,0.1
Selangor,2022-01-01,80-84,other_noncitizen,2.3
Selangor,2022-01-01,85 and above,overall,17.6
Selangor,2022-01-01,85 and above,bumi_malay,8.4
Selangor,2022-01-01,85 and above,bumi_other,0.5
Selangor,2022-01-01,85 and above,chinese,3.1
Selangor,2022-01-01,85 and above,indian,1.6
Selangor,2022-01-01,85 and above,other_citizen,0.3
Selangor,2022-01-01,85 and above,other_noncitizen,3.7
Selangor,2023-01-01,0-4,overall,504.1
Selangor,2023-01-01,0-4,bumi_malay,303.3
Selangor,2023-01-01,0-4,bumi_other,6.9
Selangor,2023-01-01,0-4,chinese,73
Selangor,2023-01-01,0-4,indian,37.1
Selangor,2023-01-01,0-4,other_citizen,7
Selangor,2023-01-01,0-4,other_noncitizen,76.8
Selangor,2023-01-01,15-19,overall,503.5
Selangor,2023-01-01,15-19,bumi_malay,291.2
Selangor,2023-01-01,15-19,bumi_other,7.4
Selangor,2023-01-01,15-19,chinese,129.2
Selangor,2023-01-01,15-19,indian,58.2
Selangor,2023-01-01,15-19,other_citizen,3.7
Selangor,2023-01-01,15-19,other_noncitizen,13.7
Selangor,2023-01-01,20-24,overall,593.3
Selangor,2023-01-01,20-24,bumi_malay,318.7
Selangor,2023-01-01,20-24,bumi_other,5.7
Selangor,2023-01-01,20-24,chinese,116
Selangor,2023-01-01,20-24,indian,53
Selangor,2023-01-01,20-24,other_citizen,4.6
Selangor,2023-01-01,20-24,other_noncitizen,95.2
Selangor,2023-01-01,25-29,overall,590.2
Selangor,2023-01-01,25-29,bumi_malay,293.6
Selangor,2023-01-01,25-29,bumi_other,3.9
Selangor,2023-01-01,25-29,chinese,114
Selangor,2023-01-01,25-29,indian,55.8
Selangor,2023-01-01,25-29,other_citizen,5.5
Selangor,2023-01-01,25-29,other_noncitizen,117.4
Selangor,2023-01-01,30-34,overall,664.9
Selangor,2023-01-01,30-34,bumi_malay,368.8
Selangor,2023-01-01,30-34,bumi_other,8
Selangor,2023-01-01,30-34,chinese,132.5
Selangor,2023-01-01,30-34,indian,63.9
Selangor,2023-01-01,30-34,other_citizen,7.7
Selangor,2023-01-01,30-34,other_noncitizen,83.9
Selangor,2023-01-01,35-39,overall,724.6
Selangor,2023-01-01,35-39,bumi_malay,414.3
Selangor,2023-01-01,35-39,bumi_other,13.4
Selangor,2023-01-01,35-39,chinese,164.3
Selangor,2023-01-01,35-39,indian,69.7
Selangor,2023-01-01,35-39,other_citizen,8.1
Selangor,2023-01-01,35-39,other_noncitizen,54.8
Selangor,2023-01-01,40-44,overall,603.6
Selangor,2023-01-01,40-44,bumi_malay,332.6
Selangor,2023-01-01,40-44,bumi_other,8.4
Selangor,2023-01-01,40-44,chinese,162.4
Selangor,2023-01-01,40-44,indian,62.7
Selangor,2023-01-01,40-44,other_citizen,3.9
Selangor,2023-01-01,40-44,other_noncitizen,33.5
Selangor,2023-01-01,45-49,overall,457.4
Selangor,2023-01-01,45-49,bumi_malay,251
Selangor,2023-01-01,45-49,bumi_other,4.9
Selangor,2023-01-01,45-49,chinese,132.9
Selangor,2023-01-01,45-49,indian,47.7
Selangor,2023-01-01,45-49,other_citizen,1.4
Selangor,2023-01-01,45-49,other_noncitizen,19.6
Selangor,2023-01-01,50-54,overall,392.9
Selangor,2023-01-01,50-54,bumi_malay,206.3
Selangor,2023-01-01,50-54,bumi_other,3.3
Selangor,2023-01-01,50-54,chinese,125.4
Selangor,2023-01-01,50-54,indian,44.1
Selangor,2023-01-01,50-54,other_citizen,0.9
Selangor,2023-01-01,50-54,other_noncitizen,12.9
Selangor,2023-01-01,55-59,overall,325
Selangor,2023-01-01,55-59,bumi_malay,165.9
Selangor,2023-01-01,55-59,bumi_other,3.1
Selangor,2023-01-01,55-59,chinese,108
Selangor,2023-01-01,55-59,indian,39.5
Selangor,2023-01-01,55-59,other_citizen,0.9
Selangor,2023-01-01,55-59,other_noncitizen,7.6
Selangor,2023-01-01,60-64,overall,264.6
Selangor,2023-01-01,60-64,bumi_malay,132
Selangor,2023-01-01,60-64,bumi_other,1.4
Selangor,2023-01-01,60-64,chinese,91.7
Selangor,2023-01-01,60-64,indian,33.6
Selangor,2023-01-01,60-64,other_citizen,0.5
Selangor,2023-01-01,60-64,other_noncitizen,5.4
Selangor,2023-01-01,65-69,overall,218.2
Selangor,2023-01-01,65-69,bumi_malay,110.4
Selangor,2023-01-01,65-69,bumi_other,1
Selangor,2023-01-01,65-69,chinese,64
Selangor,2023-01-01,65-69,indian,24
Selangor,2023-01-01,65-69,other_citizen,0.7
Selangor,2023-01-01,65-69,other_noncitizen,18.2
Selangor,2023-01-01,70-74,overall,166.9
Selangor,2023-01-01,70-74,bumi_malay,97.8
Selangor,2023-01-01,70-74,bumi_other,1.7
Selangor,2023-01-01,70-74,chinese,39.8
Selangor,2023-01-01,70-74,indian,17.3
Selangor,2023-01-01,70-74,other_citizen,1.2
Selangor,2023-01-01,70-74,other_noncitizen,9.1
Selangor,2023-01-01,75-79,overall,98.4
Selangor,2023-01-01,75-79,bumi_malay,53.8
Selangor,2023-01-01,75-79,bumi_other,1.2
Selangor,2023-01-01,75-79,chinese,27.7
Selangor,2023-01-01,75-79,indian,9.8
Selangor,2023-01-01,75-79,other_citizen,1
Selangor,2023-01-01,75-79,other_noncitizen,4.9
Selangor,2023-01-01,80-84,overall,41.1
Selangor,2023-01-01,80-84,bumi_malay,20.8
Selangor,2023-01-01,80-84,bumi_other,0.8
Selangor,2023-01-01,80-84,chinese,11
Selangor,2023-01-01,80-84,indian,3.7
Selangor,2023-01-01,80-84,other_citizen,0.4
Selangor,2023-01-01,80-84,other_noncitizen,4.4
Selangor,2023-01-01,85 and above,overall,33
Selangor,2023-01-01,85 and above,bumi_malay,17.3
Selangor,2023-01-01,85 and above,bumi_other,1.1
Selangor,2023-01-01,85 and above,chinese,4.3
Selangor,2023-01-01,85 and above,indian,3.2
Selangor,2023-01-01,85 and above,other_citizen,0.3
Selangor,2023-01-01,85 and above,other_noncitizen,6.7
Selangor,2023-01-01,0-4,overall,245.3
Selangor,2023-01-01,0-4,bumi_malay,148.4
Selangor,2023-01-01,0-4,bumi_other,3.4
Selangor,2023-01-01,0-4,chinese,35.6
Selangor,2023-01-01,0-4,indian,18.2
Selangor,2023-01-01,0-4,other_citizen,3.4
Selangor,2023-01-01,0-4,other_noncitizen,36.3
Selangor,2023-01-01,15-19,overall,241.9
Selangor,2023-01-01,15-19,bumi_malay,141.2
Selangor,2023-01-01,15-19,bumi_other,4.3
Selangor,2023-01-01,15-19,chinese,63.6
Selangor,2023-01-01,15-19,indian,29.1
Selangor,2023-01-01,15-19,other_citizen,1.5
Selangor,2023-01-01,15-19,other_noncitizen,2.1
Selangor,2023-01-01,20-24,overall,253.4
Selangor,2023-01-01,20-24,bumi_malay,151.5
Selangor,2023-01-01,20-24,bumi_other,3.4
Selangor,2023-01-01,20-24,chinese,56.7
Selangor,2023-01-01,20-24,indian,25.7
Selangor,2023-01-01,20-24,other_citizen,1.9
Selangor,2023-01-01,20-24,other_noncitizen,14.2
Selangor,2023-01-01,25-29,overall,244.8
Selangor,2023-01-01,25-29,bumi_malay,143.3
Selangor,2023-01-01,25-29,bumi_other,2.5
Selangor,2023-01-01,25-29,chinese,56.2
Selangor,2023-01-01,25-29,indian,27.2
Selangor,2023-01-01,25-29,other_citizen,2.4
Selangor,2023-01-01,25-29,other_noncitizen,13.2
Selangor,2023-01-01,30-34,overall,305.7
Selangor,2023-01-01,30-34,bumi_malay,191.2
Selangor,2023-01-01,30-34,bumi_other,3.4
Selangor,2023-01-01,30-34,chinese,65.1
Selangor,2023-01-01,30-34,indian,32.3
Selangor,2023-01-01,30-34,other_citizen,3.1
Selangor,2023-01-01,30-34,other_noncitizen,10.6
Selangor,2023-01-01,35-39,overall,348.2
Selangor,2023-01-01,35-39,bumi_malay,212.2
Selangor,2023-01-01,35-39,bumi_other,5.3
Selangor,2023-01-01,35-39,chinese,84.3
Selangor,2023-01-01,35-39,indian,34.2
Selangor,2023-01-01,35-39,other_citizen,3.2
Selangor,2023-01-01,35-39,other_noncitizen,8.9
Selangor,2023-01-01,40-44,overall,284.5
Selangor,2023-01-01,40-44,bumi_malay,162.5
Selangor,2023-01-01,40-44,bumi_other,3.8
Selangor,2023-01-01,40-44,chinese,80.9
Selangor,2023-01-01,40-44,indian,29.8
Selangor,2023-01-01,40-44,other_citizen,1.7
Selangor,2023-01-01,40-44,other_noncitizen,5.9
Selangor,2023-01-01,45-49,overall,211.1
Selangor,2023-01-01,45-49,bumi_malay,118.1
Selangor,2023-01-01,45-49,bumi_other,2.5
Selangor,2023-01-01,45-49,chinese,63.5
Selangor,2023-01-01,45-49,indian,22.6
Selangor,2023-01-01,45-49,other_citizen,0.7
Selangor,2023-01-01,45-49,other_noncitizen,3.7
Selangor,2023-01-01,50-54,overall,186.6
Selangor,2023-01-01,50-54,bumi_malay,99.1
Selangor,2023-01-01,50-54,bumi_other,2
Selangor,2023-01-01,50-54,chinese,60.6
Selangor,2023-01-01,50-54,indian,22.1
Selangor,2023-01-01,50-54,other_citizen,0.5
Selangor,2023-01-01,50-54,other_noncitizen,2.4
Selangor,2023-01-01,55-59,overall,155.1
Selangor,2023-01-01,55-59,bumi_malay,80.4
Selangor,2023-01-01,55-59,bumi_other,0.9
Selangor,2023-01-01,55-59,chinese,52.7
Selangor,2023-01-01,55-59,indian,19.3
Selangor,2023-01-01,55-59,other_citizen,0.5
Selangor,2023-01-01,55-59,other_noncitizen,1.3
Selangor,2023-01-01,60-64,overall,126
Selangor,2023-01-01,60-64,bumi_malay,63.7
Selangor,2023-01-01,60-64,bumi_other,1
Selangor,2023-01-01,60-64,chinese,43.1
Selangor,2023-01-01,60-64,indian,17
Selangor,2023-01-01,60-64,other_citizen,0.3
Selangor,2023-01-01,60-64,other_noncitizen,0.9
Selangor,2023-01-01,65-69,overall,106.1
Selangor,2023-01-01,65-69,bumi_malay,53.4
Selangor,2023-01-01,65-69,bumi_other,0.3
Selangor,2023-01-01,65-69,chinese,31.5
Selangor,2023-01-01,65-69,indian,12.5
Selangor,2023-01-01,65-69,other_citizen,0.4
Selangor,2023-01-01,65-69,other_noncitizen,7.9
Selangor,2023-01-01,70-74,overall,84
Selangor,2023-01-01,70-74,bumi_malay,47.7
Selangor,2023-01-01,70-74,bumi_other,1
Selangor,2023-01-01,70-74,chinese,21.2
Selangor,2023-01-01,70-74,indian,9.2
Selangor,2023-01-01,70-74,other_citizen,0.6
Selangor,2023-01-01,70-74,other_noncitizen,4.3
Selangor,2023-01-01,75-79,overall,53.3
Selangor,2023-01-01,75-79,bumi_malay,29.1
Selangor,2023-01-01,75-79,bumi_other,0.7
Selangor,2023-01-01,75-79,chinese,15.3
Selangor,2023-01-01,75-79,indian,5.4
Selangor,2023-01-01,75-79,other_citizen,0.5
Selangor,2023-01-01,75-79,other_noncitizen,2.2
Selangor,2023-01-01,80-84,overall,21
Selangor,2023-01-01,80-84,bumi_malay,10.8
Selangor,2023-01-01,80-84,bumi_other,0.4
Selangor,2023-01-01,80-84,chinese,6
Selangor,2023-01-01,80-84,indian,1.9
Selangor,2023-01-01,80-84,other_citizen,0.3
Selangor,2023-01-01,80-84,other_noncitizen,1.7
Selangor,2023-01-01,85 and above,overall,13.6
Selangor,2023-01-01,85 and above,bumi_malay,8.1
Selangor,2023-01-01,85 and above,bumi_other,0.5
Selangor,2023-01-01,85 and above,chinese,1.2
Selangor,2023-01-01,85 and above,indian,1.4
Selangor,2023-01-01,85 and above,other_citizen,0
Selangor,2023-01-01,85 and above,other_noncitizen,2.3
Selangor,2023-01-01,0-4,overall,258.7
Selangor,2023-01-01,0-4,bumi_malay,154.8
Selangor,2023-01-01,0-4,bumi_other,3.5
Selangor,2023-01-01,0-4,chinese,37.4
Selangor,2023-01-01,0-4,indian,18.8
Selangor,2023-01-01,0-4,other_citizen,3.6
Selangor,2023-01-01,0-4,other_noncitizen,40.5
Selangor,2023-01-01,15-19,overall,261.6
Selangor,2023-01-01,15-19,bumi_malay,150
Selangor,2023-01-01,15-19,bumi_other,3.1
Selangor,2023-01-01,15-19,chinese,65.6
Selangor,2023-01-01,15-19,indian,29
Selangor,2023-01-01,15-19,other_citizen,2.2
Selangor,2023-01-01,15-19,other_noncitizen,11.7
Selangor,2023-01-01,20-24,overall,339.9
Selangor,2023-01-01,20-24,bumi_malay,167.2
Selangor,2023-01-01,20-24,bumi_other,2.3
Selangor,2023-01-01,20-24,chinese,59.4
Selangor,2023-01-01,20-24,indian,27.3
Selangor,2023-01-01,20-24,other_citizen,2.7
Selangor,2023-01-01,20-24,other_noncitizen,81.1
Selangor,2023-01-01,25-29,overall,345.4
Selangor,2023-01-01,25-29,bumi_malay,150.3
Selangor,2023-01-01,25-29,bumi_other,1.4
Selangor,2023-01-01,25-29,chinese,57.8
Selangor,2023-01-01,25-29,indian,28.6
Selangor,2023-01-01,25-29,other_citizen,3.2
Selangor,2023-01-01,25-29,other_noncitizen,104.1
Selangor,2023-01-01,30-34,overall,359.2
Selangor,2023-01-01,30-34,bumi_malay,177.6
Selangor,2023-01-01,30-34,bumi_other,4.6
Selangor,2023-01-01,30-34,chinese,67.5
Selangor,2023-01-01,30-34,indian,31.6
Selangor,2023-01-01,30-34,other_citizen,4.6
Selangor,2023-01-01,30-34,other_noncitizen,73.3
Selangor,2023-01-01,35-39,overall,376.4
Selangor,2023-01-01,35-39,bumi_malay,202.1
Selangor,2023-01-01,35-39,bumi_other,8
Selangor,2023-01-01,35-39,chinese,80.1
Selangor,2023-01-01,35-39,indian,35.5
Selangor,2023-01-01,35-39,other_citizen,4.8
Selangor,2023-01-01,35-39,other_noncitizen,45.9
Selangor,2023-01-01,40-44,overall,319.1
Selangor,2023-01-01,40-44,bumi_malay,170.2
Selangor,2023-01-01,40-44,bumi_other,4.6
Selangor,2023-01-01,40-44,chinese,81.5
Selangor,2023-01-01,40-44,indian,32.9
Selangor,2023-01-01,40-44,other_citizen,2.2
Selangor,2023-01-01,40-44,other_noncitizen,27.7
Selangor,2023-01-01,45-49,overall,246.3
Selangor,2023-01-01,45-49,bumi_malay,132.8
Selangor,2023-01-01,45-49,bumi_other,2.4
Selangor,2023-01-01,45-49,chinese,69.4
Selangor,2023-01-01,45-49,indian,25.1
Selangor,2023-01-01,45-49,other_citizen,0.7
Selangor,2023-01-01,45-49,other_noncitizen,15.9
Selangor,2023-01-01,50-54,overall,206.3
Selangor,2023-01-01,50-54,bumi_malay,107.2
Selangor,2023-01-01,50-54,bumi_other,1.3
Selangor,2023-01-01,50-54,chinese,64.8
Selangor,2023-01-01,50-54,indian,22
Selangor,2023-01-01,50-54,other_citizen,0.4
Selangor,2023-01-01,50-54,other_noncitizen,10.5
Selangor,2023-01-01,55-59,overall,169.9
Selangor,2023-01-01,55-59,bumi_malay,85.6
Selangor,2023-01-01,55-59,bumi_other,2.2
Selangor,2023-01-01,55-59,chinese,55.2
Selangor,2023-01-01,55-59,indian,20.2
Selangor,2023-01-01,55-59,other_citizen,0.5
Selangor,2023-01-01,55-59,other_noncitizen,6.2
Selangor,2023-01-01,60-64,overall,138.7
Selangor,2023-01-01,60-64,bumi_malay,68.2
Selangor,2023-01-01,60-64,bumi_other,0.4
Selangor,2023-01-01,60-64,chinese,48.7
Selangor,2023-01-01,60-64,indian,16.6
Selangor,2023-01-01,60-64,other_citizen,0.2
Selangor,2023-01-01,60-64,other_noncitizen,4.5
Selangor,2023-01-01,65-69,overall,112.1
Selangor,2023-01-01,65-69,bumi_malay,57
Selangor,2023-01-01,65-69,bumi_other,0.6
Selangor,2023-01-01,65-69,chinese,32.5
Selangor,2023-01-01,65-69,indian,11.4
Selangor,2023-01-01,65-69,other_citizen,0.3
Selangor,2023-01-01,65-69,other_noncitizen,10.2
Selangor,2023-01-01,70-74,overall,82.9
Selangor,2023-01-01,70-74,bumi_malay,50.2
Selangor,2023-01-01,70-74,bumi_other,0.7
Selangor,2023-01-01,70-74,chinese,18.6
Selangor,2023-01-01,70-74,indian,8.1
Selangor,2023-01-01,70-74,other_citizen,0.6
Selangor,2023-01-01,70-74,other_noncitizen,4.8
Selangor,2023-01-01,75-79,overall,45.1
Selangor,2023-01-01,75-79,bumi_malay,24.7
Selangor,2023-01-01,75-79,bumi_other,0.4
Selangor,2023-01-01,75-79,chinese,12.4
Selangor,2023-01-01,75-79,indian,4.3
Selangor,2023-01-01,75-79,other_citizen,0.4
Selangor,2023-01-01,75-79,other_noncitizen,2.8
Selangor,2023-01-01,80-84,overall,20.1
Selangor,2023-01-01,80-84,bumi_malay,10
Selangor,2023-01-01,80-84,bumi_other,0.4
Selangor,2023-01-01,80-84,chinese,5
Selangor,2023-01-01,80-84,indian,1.9
Selangor,2023-01-01,80-84,other_citizen,0.1
Selangor,2023-01-01,80-84,other_noncitizen,2.7
Selangor,2023-01-01,85 and above,overall,19.4
Selangor,2023-01-01,85 and above,bumi_malay,9.2
Selangor,2023-01-01,85 and above,bumi_other,0.6
Selangor,2023-01-01,85 and above,chinese,3.1
Selangor,2023-01-01,85 and above,indian,1.8
Selangor,2023-01-01,85 and above,other_citizen,0.3
Selangor,2023-01-01,85 and above,other_noncitizen,4.4
Terengganu,2022-01-01,0-4,overall,115.4
Terengganu,2022-01-01,0-4,bumi_malay,113.2
Terengganu,2022-01-01,0-4,bumi_other,0.2
Terengganu,2022-01-01,0-4,chinese,1
Terengganu,2022-01-01,0-4,indian,0.1
Terengganu,2022-01-01,0-4,other_citizen,0.2
Terengganu,2022-01-01,0-4,other_noncitizen,0.7
Terengganu,2022-01-01,15-19,overall,110
Terengganu,2022-01-01,15-19,bumi_malay,107.2
Terengganu,2022-01-01,15-19,bumi_other,0.3
Terengganu,2022-01-01,15-19,chinese,1.6
Terengganu,2022-01-01,15-19,indian,0.1
Terengganu,2022-01-01,15-19,other_citizen,0.1
Terengganu,2022-01-01,15-19,other_noncitizen,0.7
Terengganu,2022-01-01,20-24,overall,116.7
Terengganu,2022-01-01,20-24,bumi_malay,110.5
Terengganu,2022-01-01,20-24,bumi_other,0.4
Terengganu,2022-01-01,20-24,chinese,1.7
Terengganu,2022-01-01,20-24,indian,0.5
Terengganu,2022-01-01,20-24,other_citizen,0.2
Terengganu,2022-01-01,20-24,other_noncitizen,3.4
Terengganu,2022-01-01,25-29,overall,94.4
Terengganu,2022-01-01,25-29,bumi_malay,87
Terengganu,2022-01-01,25-29,bumi_other,0.3
Terengganu,2022-01-01,25-29,chinese,1.5
Terengganu,2022-01-01,25-29,indian,0.3
Terengganu,2022-01-01,25-29,other_citizen,0.2
Terengganu,2022-01-01,25-29,other_noncitizen,5.1
Terengganu,2022-01-01,30-34,overall,91.3
Terengganu,2022-01-01,30-34,bumi_malay,83.8
Terengganu,2022-01-01,30-34,bumi_other,0.3
Terengganu,2022-01-01,30-34,chinese,1.6
Terengganu,2022-01-01,30-34,indian,0.1
Terengganu,2022-01-01,30-34,other_citizen,0.3
Terengganu,2022-01-01,30-34,other_noncitizen,5.2
Terengganu,2022-01-01,35-39,overall,88.5
Terengganu,2022-01-01,35-39,bumi_malay,81.6
Terengganu,2022-01-01,35-39,bumi_other,0.3
Terengganu,2022-01-01,35-39,chinese,1.7
Terengganu,2022-01-01,35-39,indian,0.1
Terengganu,2022-01-01,35-39,other_citizen,0.2
Terengganu,2022-01-01,35-39,other_noncitizen,4.5
Terengganu,2022-01-01,40-44,overall,74.6
Terengganu,2022-01-01,40-44,bumi_malay,69.1
Terengganu,2022-01-01,40-44,bumi_other,0.2
Terengganu,2022-01-01,40-44,chinese,1.7
Terengganu,2022-01-01,40-44,indian,0.1
Terengganu,2022-01-01,40-44,other_citizen,0.2
Terengganu,2022-01-01,40-44,other_noncitizen,3.3
Terengganu,2022-01-01,45-49,overall,59.4
Terengganu,2022-01-01,45-49,bumi_malay,55.6
Terengganu,2022-01-01,45-49,bumi_other,0.2
Terengganu,2022-01-01,45-49,chinese,1.4
Terengganu,2022-01-01,45-49,indian,0.1
Terengganu,2022-01-01,45-49,other_citizen,0.1
Terengganu,2022-01-01,45-49,other_noncitizen,2
Terengganu,2022-01-01,50-54,overall,54.4
Terengganu,2022-01-01,50-54,bumi_malay,51.4
Terengganu,2022-01-01,50-54,bumi_other,0.2
Terengganu,2022-01-01,50-54,chinese,1.4
Terengganu,2022-01-01,50-54,indian,0.1
Terengganu,2022-01-01,50-54,other_citizen,0.1
Terengganu,2022-01-01,50-54,other_noncitizen,1.2
Terengganu,2022-01-01,55-59,overall,49.4
Terengganu,2022-01-01,55-59,bumi_malay,46.7
Terengganu,2022-01-01,55-59,bumi_other,0.2
Terengganu,2022-01-01,55-59,chinese,1.5
Terengganu,2022-01-01,55-59,indian,0.1
Terengganu,2022-01-01,55-59,other_citizen,0.1
Terengganu,2022-01-01,55-59,other_noncitizen,0.8
Terengganu,2022-01-01,60-64,overall,42.5
Terengganu,2022-01-01,60-64,bumi_malay,40.4
Terengganu,2022-01-01,60-64,bumi_other,0.1
Terengganu,2022-01-01,60-64,chinese,1.4
Terengganu,2022-01-01,60-64,indian,0.1
Terengganu,2022-01-01,60-64,other_citizen,0.1
Terengganu,2022-01-01,60-64,other_noncitizen,0.5
Terengganu,2022-01-01,65-69,overall,30.5
Terengganu,2022-01-01,65-69,bumi_malay,28.9
Terengganu,2022-01-01,65-69,bumi_other,0.1
Terengganu,2022-01-01,65-69,chinese,1.1
Terengganu,2022-01-01,65-69,indian,0.1
Terengganu,2022-01-01,65-69,other_citizen,0
Terengganu,2022-01-01,65-69,other_noncitizen,0.2
Terengganu,2022-01-01,70-74,overall,18.5
Terengganu,2022-01-01,70-74,bumi_malay,17.5
Terengganu,2022-01-01,70-74,bumi_other,0.1
Terengganu,2022-01-01,70-74,chinese,0.8
Terengganu,2022-01-01,70-74,indian,0
Terengganu,2022-01-01,70-74,other_citizen,0
Terengganu,2022-01-01,70-74,other_noncitizen,0.1
Terengganu,2022-01-01,75-79,overall,11.5
Terengganu,2022-01-01,75-79,bumi_malay,10.9
Terengganu,2022-01-01,75-79,bumi_other,0
Terengganu,2022-01-01,75-79,chinese,0.5
Terengganu,2022-01-01,75-79,indian,0
Terengganu,2022-01-01,75-79,other_citizen,0
Terengganu,2022-01-01,75-79,other_noncitizen,0.1
Terengganu,2022-01-01,80-84,overall,5.3
Terengganu,2022-01-01,80-84,bumi_malay,4.9
Terengganu,2022-01-01,80-84,bumi_other,0
Terengganu,2022-01-01,80-84,chinese,0.3
Terengganu,2022-01-01,80-84,indian,0
Terengganu,2022-01-01,80-84,other_citizen,0
Terengganu,2022-01-01,80-84,other_noncitizen,0
Terengganu,2022-01-01,85 and above,overall,2.9
Terengganu,2022-01-01,85 and above,bumi_malay,2.7
Terengganu,2022-01-01,85 and above,bumi_other,0
Terengganu,2022-01-01,85 and above,chinese,0.1
